Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
hyundai,2009,nigerian used,87854,2000,petrol,automatic,1575000.0,SUV
honda,2013,nigerian used,174100,3500,petrol,automatic,3675000.0,
toyota,2003,foreign used,146734,1800,petrol,automatic,2625000.0,
honda,2013,nigerian used,173936,2400,petrol,automatic,3780000.0,
toyota,2004,nigerian used,208026,2400,petrol,automatic,1872000.0,
honda,2007,foreign used,123441,2500,petrol,automatic,3570000.0,
lexus,2000,nigerian used,222631,4700,petrol,automatic,1470000.0,SUV
toyota,2006,nigerian used,274268,2400,petrol,automatic,1627500.0,
mercedes-benz,2008,nigerian used,174368,2500,petrol,manual,2698000.0,
nissan,2008,foreign used,102312,2500,petrol,automatic,2310000.0,
kia,2013,nigerian used,85282,2400,petrol,automatic,4200000.0,SUV
honda,2010,nigerian used,88208,3500,petrol,automatic,2677500.0,
renault,2006,nigerian used,180952,1900,diesel,manual,1025000.0,
mercedes-benz,2008,nigerian used,290888,2500,petrol,automatic,1690000.0,
mercedes-benz,2008,nigerian used,114300,2500,petrol,automatic,2474000.0,
nissan,2008,nigerian used,103121,2500,petrol,automatic,2810000.0,
pontiac,2008,nigerian used,179209,2500,petrol,automatic,1774000.0,
infiniti,2006,nigerian used,122889,3600,petrol,automatic,1260000.0,
toyota,2008,nigerian used,107655,18000,petrol,automatic,2415000.0,
mercedes-benz,2004,nigerian used,161352,2600,petrol,automatic,2392000.0,
chevrolet,2008,nigerian used,28774,2500,petrol,automatic,14010000.0,
toyota,2007,nigerian used,150420,2400,petrol,automatic,2100000.0,SUV
mercedes-benz,2008,nigerian used,241966,2500,petrol,automatic,1466000.0,
toyota,2007,nigerian used,161188,2400,petrol,automatic,2520000.0,
toyota,2002,nigerian used,285976,3000,petrol,automatic,1560000.0,
toyota,2004,nigerian used,180984,3500,petrol,automatic,1575000.0,
toyota,2012,nigerian used,114345,1600,petrol,automatic,3328000.0,
toyota,2011,foreign used,202784,2500,petrol,automatic,4472000.0,
honda,2004,nigerian used,143321,2300,petrol,automatic,2704000.0,SUV
land rover,2006,nigerian used,188429,4200,petrol,automatic,2940000.0,SUV
nissan,2007,nigerian used,233903,3000,petrol,automatic,1680000.0,SUV
toyota,2006,foreign used,102399,3300,petrol,automatic,3640000.0,
honda,2005,nigerian used,212354,3500,petrol,automatic,1575000.0,
hyundai,2012,nigerian used,110683,1800,petrol,automatic,2100000.0,
toyota,2008,nigerian used,71655,2500,petrol,automatic,7122000.0,
toyota,2002,nigerian used,285976,3000,petrol,automatic,1560000.0,
toyota,2003,nigerian used,170206,3000,petrol,automatic,2704000.0,SUV
toyota,2002,nigerian used,132213,3000,petrol,automatic,1352000.0,
toyota,2006,nigerian used,248375,3300,petrol,automatic,1785000.0,
ford,2004,nigerian used,323048,400,petrol,automatic,1680000.0,
toyota,2002,nigerian used,176533,2400,petrol,automatic,1560000.0,
kia,2010,nigerian used,179284,1600,petrol,automatic,1680000.0,
toyota,2003,nigerian used,188739,1800,petrol,automatic,1575000.0,
honda,2007,foreign used,123441,2500,petrol,automatic,3570000.0,
lexus,2008,nigerian used,176272,3500,petrol,automatic,2625000.0,
mercedes-benz,2008,nigerian used,177051,2500,petrol,automatic,2474000.0,
honda,2006,nigerian used,233846,3500,petrol,automatic,1575000.0,SUV
toyota,2011,foreign used,432495,3500,petrol,automatic,4680000.0,
toyota,2008,nigerian used,116766,2500,petrol,automatic,7290000.0,
mitsubishi,2008,nigerian used,156408,2400,petrol,manual,1365000.0,
nissan,2014,nigerian used,118154,2500,petrol,cvt,5775000.0,SUV
mitsubishi,2004,nigerian used,361889,3800,petrol,automatic,2625000.0,SUV
hyundai,2008,nigerian used,10559,2500,petrol,automatic,6335000.0,
honda,2013,nigerian used,173936,2400,petrol,automatic,3780000.0,
toyota,2012,foreign used,206117,3500,petrol,automatic,9152000.0,SUV
ford,2013,nigerian used,133104,3500,petrol,automatic,3465000.0,SUV
kia,2013,nigerian used,85282,2400,petrol,automatic,4200000.0,SUV
infiniti,2001,nigerian used,141538,3500,petrol,automatic,1260000.0,SUV
nissan,2005,nigerian used,231680,2000,petrol,automatic,1785000.0,
toyota,2008,nigerian used,107655,18000,petrol,automatic,2415000.0,
honda,2009,foreign used,159132,2400,petrol,automatic,2677500.0,
mercedes-benz,2008,nigerian used,187503,3500,petrol,automatic,2520000.0,
mitsubishi,2003,nigerian used,246600,2400,petrol,automatic,1575000.0,SUV
toyota,2006,foreign used,277350,3500,petrol,automatic,2940000.0,
infiniti,2005,nigerian used,290000,3500,petrol,automatic,1785000.0,
mercedes-benz,2007,nigerian used,206570,2000,petrol,automatic,1785000.0,
mazda,2004,nigerian used,141216,3000,petrol,automatic,1890000.0,
honda,2011,nigerian used,166352,3500,petrol,automatic,2415000.0,SUV
honda,2005,nigerian used,273444,3500,petrol,automatic,1560000.0,SUV
nissan,2005,nigerian used,208886,40,petrol,automatic,3016000.0,SUV
jaguar,2001,nigerian used,263789,3000,petrol,automatic,1050000.0,
honda,2008,nigerian used,59244,2500,petrol,automatic,4714000.0,
toyota,2002,nigerian used,241730,3000,petrol,automatic,1560000.0,
toyota,2005,nigerian used,128134,1800,petrol,automatic,1976000.0,
mercedes-benz,2009,nigerian used,151643,4000,petrol,automatic,4725000.0,SUV
honda,2008,nigerian used,178894,2500,petrol,automatic,1690000.0,
lexus,2005,nigerian used,174427,3300,petrol,automatic,3045000.0,SUV
toyota,2006,foreign used,277350,3500,petrol,automatic,2940000.0,
hyundai,2013,nigerian used,118053,1800,petrol,automatic,2310000.0,
chevrolet,2008,nigerian used,63751,2500,petrol,manual,13450000.0,
toyota,2012,nigerian used,193268,1800,petrol,automatic,2887500.0,
mercedes-benz,2010,nigerian used,189018,3500,petrol,automatic,5720000.0,
toyota,2009,nigerian used,128980,1800,petrol,automatic,2100000.0,
nissan,2009,nigerian used,213292,3500,petrol,cvt,1575000.0,SUV
toyota,2003,nigerian used,210448,1800,petrol,automatic,2028000.0,
toyota,2007,nigerian used,156588,2400,petrol,automatic,2496000.0,
honda,2007,foreign used,128446,1400,petrol,manual,1785000.0,
mercedes-benz,2007,nigerian used,161352,3500,petrol,automatic,2625000.0,SUV
toyota,2003,nigerian used,217894,1800,petrol,automatic,1732500.0,
hyundai,2010,nigerian used,250892,2500,petrol,automatic,2205000.0,
suzuki,2008,nigerian used,66,2500,petrol,automatic,9900000.0,
lexus,2000,nigerian used,154995,3500,petrol,automatic,1680000.0,SUV
toyota,2008,nigerian used,241185,1500,hybrid,automatic,1785000.0,
toyota,2007,nigerian used,156588,2400,petrol,automatic,2496000.0,
honda,2007,nigerian used,134716,2400,petrol,automatic,2046000.0,SUV
toyota,2009,nigerian used,245524,1800,petrol,automatic,2415000.0,
mercedes-benz,2008,nigerian used,142557,47000,petrol,automatic,4725000.0,SUV
honda,2009,nigerian used,179313,3500,petrol,automatic,2625000.0,SUV
honda,2008,nigerian used,226508,2400,petrol,automatic,2184000.0,
lexus,2011,nigerian used,98718,3500,petrol,automatic,5200000.0,
honda,2010,nigerian used,95366,2400,petrol,automatic,2100000.0,
toyota,2007,nigerian used,165028,1800,petrol,automatic,2100000.0,
nissan,2004,nigerian used,272065,3300,petrol,automatic,2912000.0,
suzuki,2008,nigerian used,177,2500,petrol,automatic,8500000.0,
mercedes-benz,2008,nigerian used,999999,2500,petrol,automatic,2698000.0,
toyota,2003,nigerian used,188739,1800,petrol,automatic,1575000.0,
honda,2014,foreign used,163132,2400,petrol,automatic,6760000.0,
toyota,2010,nigerian used,210788,2400,petrol,automatic,2912000.0,
toyota,2007,nigerian used,102718,2400,petrol,automatic,2205000.0,
honda,2009,nigerian used,173089,2400,petrol,automatic,2600000.0,
honda,2008,nigerian used,64469,2500,petrol,automatic,5106000.0,
toyota,2008,foreign used,105681,3500,petrol,automatic,26000000.0,SUV
lexus,2007,nigerian used,68366,3500,petrol,automatic,5408000.0,
toyota,2004,nigerian used,331606,1800,petrol,amt,1890000.0,
toyota,2005,nigerian used,443373,2400,petrol,automatic,1575000.0,
toyota,2009,nigerian used,92488,2500,petrol,automatic,2100000.0,
toyota,2008,nigerian used,189047,2500,petrol,automatic,3370000.0,
toyota,2008,nigerian used,179017,2500,petrol,automatic,2586000.0,
mercedes-benz,2008,nigerian used,1,2500,petrol,automatic,1735000.0,
nissan,2001,nigerian used,188490,3300,petrol,automatic,1260000.0,SUV
honda,2009,nigerian used,125806,2500,petrol,automatic,1785000.0,
lexus,2005,nigerian used,177350,3300,petrol,automatic,2100000.0,
mercedes-benz,2007,nigerian used,243975,4700,petrol,automatic,2310000.0,SUV
toyota,2007,nigerian used,215320,2500,petrol,automatic,1575000.0,
kia,2004,nigerian used,161352,2000,petrol,automatic,1050000.0,
suzuki,2008,nigerian used,126285,2500,petrol,automatic,2810000.0,
toyota,2009,nigerian used,154177,1800,petrol,automatic,2704000.0,
toyota,2002,nigerian used,188116,2400,petrol,automatic,1612000.0,
mercedes-benz,2008,nigerian used,126540,2500,petrol,automatic,2922000.0,
kia,2008,nigerian used,8645,2500,petrol,automatic,7850000.0,
toyota,2006,nigerian used,124738,1800,petrol,automatic,1890000.0,
chevrolet,2008,nigerian used,128773,2500,petrol,automatic,1006800.0,
toyota,2004,nigerian used,231374,3300,petrol,automatic,1575000.0,
kia,2013,nigerian used,100169,1800,petrol,automatic,2625000.0,
toyota,2011,nigerian used,195365,2500,petrol,automatic,2677500.0,
toyota,2003,nigerian used,210448,1800,petrol,automatic,2028000.0,
toyota,2002,nigerian used,195977,3000,petrol,automatic,1260000.0,
mercedes-benz,2009,nigerian used,151643,4000,petrol,automatic,4725000.0,SUV
toyota,2003,nigerian used,239434,1800,petrol,automatic,1780000.0,
toyota,2009,nigerian used,299990,1800,petrol,automatic,2520000.0,
mercedes-benz,2008,nigerian used,125212,2500,petrol,automatic,1690000.0,
toyota,2009,nigerian used,128980,1800,petrol,automatic,2100000.0,
suzuki,2008,nigerian used,126285,2500,petrol,automatic,2810000.0,
lexus,2006,nigerian used,208657,3000,petrol,automatic,2928000.0,
hyundai,2015,nigerian used,50075,1200,petrol,manual,2100000.0,
toyota,2009,nigerian used,125745,2400,petrol,automatic,2392000.0,
land rover,2008,nigerian used,48713,2500,petrol,automatic,40330000.0,
honda,2009,nigerian used,179313,3500,petrol,automatic,2625000.0,SUV
toyota,2005,foreign used,150430,1800,petrol,automatic,2625000.0,
toyota,2007,nigerian used,167507,3500,petrol,automatic,1680000.0,
toyota,2002,nigerian used,195977,3000,petrol,automatic,1260000.0,
toyota,2007,nigerian used,234297,2400,petrol,automatic,1942500.0,
toyota,2008,nigerian used,241185,1500,hybrid,automatic,1785000.0,
toyota,2010,nigerian used,257417,1800,petrol,automatic,3536000.0,
suzuki,2008,nigerian used,62,2500,petrol,automatic,7100000.0,
toyota,2008,nigerian used,102537,2500,petrol,automatic,5386000.0,
toyota,2008,nigerian used,56761,5700,petrol,automatic,5250000.0,SUV
toyota,2003,nigerian used,217894,1800,petrol,automatic,1732500.0,
ford,2007,nigerian used,115945,3500,petrol,amt,1575000.0,SUV
mercedes-benz,2007,nigerian used,161352,3500,petrol,automatic,2625000.0,SUV
nissan,2008,nigerian used,161352,2500,petrol,automatic,1580000.0,
toyota,2007,nigerian used,194171,2400,petrol,automatic,1890000.0,
hyundai,2011,nigerian used,298624,2000,petrol,automatic,2814000.0,
toyota,2006,nigerian used,290204,18000,petrol,automatic,1890000.0,
land rover,2008,nigerian used,48713,2500,petrol,automatic,40330000.0,
mercedes-benz,2008,nigerian used,999999,2500,petrol,automatic,2698000.0,
toyota,2008,nigerian used,189047,2500,petrol,automatic,3370000.0,
mazda,2008,foreign used,131100,2000,petrol,automatic,1732500.0,
toyota,2002,foreign used,163475,2500,petrol,automatic,2600000.0,
toyota,2008,nigerian used,237550,2500,petrol,automatic,3146000.0,
toyota,2008,nigerian used,56761,5700,petrol,automatic,5250000.0,SUV
renault,2006,nigerian used,180952,1900,diesel,manual,1025000.0,
toyota,2007,nigerian used,165028,1800,petrol,automatic,2100000.0,
toyota,2011,nigerian used,217733,2400,petrol,automatic,2100000.0,
hyundai,2011,nigerian used,133698,2000,petrol,automatic,2887500.0,
kia,2014,nigerian used,54099,1400,petrol,automatic,2912000.0,
nissan,2003,nigerian used,239830,2500,petrol,automatic,1785000.0,SUV
hyundai,2015,nigerian used,50075,1200,petrol,manual,2100000.0,
honda,2008,nigerian used,88690,2400,petrol,automatic,2100000.0,SUV
honda,2013,nigerian used,137302,3500,petrol,amt,3360000.0,
toyota,2008,nigerian used,195989,1800,petrol,automatic,2704000.0,
land rover,2006,nigerian used,114307,4400,petrol,automatic,1680000.0,SUV
lexus,2000,nigerian used,154995,3500,petrol,automatic,1680000.0,SUV
hyundai,2011,nigerian used,133698,2000,petrol,automatic,2887500.0,
toyota,2000,nigerian used,158375,3000,petrol,automatic,1664000.0,
honda,2010,nigerian used,95366,2400,petrol,automatic,2100000.0,
toyota,2003,nigerian used,159293,1800,petrol,automatic,1872000.0,
nissan,2014,nigerian used,134275,2500,petrol,automatic,3150000.0,
honda,2011,nigerian used,166352,3500,petrol,automatic,2415000.0,SUV
chevrolet,2010,nigerian used,102064,1600,petrol,automatic,1260000.0,
toyota,2001,nigerian used,174340,2000,petrol,automatic,1872000.0,SUV
toyota,2006,nigerian used,316117,3500,petrol,automatic,1680000.0,
lexus,2005,nigerian used,221522,3300,petrol,automatic,3328000.0,SUV
toyota,2008,nigerian used,195989,1800,petrol,automatic,2704000.0,
toyota,2005,nigerian used,257412,1800,petrol,automatic,1785000.0,
chevrolet,2010,nigerian used,102064,1600,petrol,automatic,1260000.0,
toyota,2002,nigerian used,506364,2400,petrol,automatic,1456000.0,
nissan,2005,foreign used,191535,3500,petrol,automatic,1785000.0,
toyota,2007,nigerian used,208115,3500,petrol,automatic,1890000.0,
toyota,2005,foreign used,238198,1800,petrol,automatic,2572500.0,
mercedes-benz,2002,nigerian used,225111,2100,diesel,manual,1575000.0,
lexus,2009,nigerian used,156501,3500,petrol,automatic,3585000.0,SUV
suzuki,2008,nigerian used,201,2500,petrol,automatic,9900000.0,
toyota,2010,nigerian used,243549,1800,petrol,automatic,2205000.0,
toyota,2003,nigerian used,218717,2000,petrol,automatic,1768000.0,SUV
honda,2008,nigerian used,64469,2500,petrol,automatic,5106000.0,
honda,2008,nigerian used,72750,2500,petrol,automatic,8298000.0,
toyota,2004,nigerian used,21973,1800,petrol,automatic,1732500.0,
nissan,2005,nigerian used,468578,2500,petrol,automatic,1680000.0,SUV
mercedes-benz,2005,nigerian used,134162,3700,petrol,automatic,2940000.0,SUV
nissan,2005,nigerian used,24162,4000,petrol,automatic,2310000.0,
toyota,2004,nigerian used,184304,1800,petrol,automatic,1785000.0,
nissan,2018,nigerian used,37409,5600,petrol,automatic,8400000.0,
honda,2004,nigerian used,215019,3500,petrol,automatic,1560000.0,SUV
honda,2010,nigerian used,149189,35000,petrol,automatic,2100000.0,
mercedes-benz,2008,nigerian used,212117,3500,petrol,automatic,3150000.0,SUV
lexus,2008,nigerian used,176272,3500,petrol,automatic,2625000.0,
mercedes-benz,2002,nigerian used,225111,2100,diesel,manual,1575000.0,
toyota,2003,foreign used,101442,1800,petrol,automatic,3120000.0,
ford,2008,nigerian used,171962,3500,petrol,automatic,2704000.0,SUV
honda,2007,foreign used,183460,35,petrol,automatic,3150000.0,SUV
toyota,2009,nigerian used,135724,1800,petrol,automatic,1659000.0,
hyundai,2008,nigerian used,124362,2500,petrol,automatic,2026000.0,
toyota,2003,nigerian used,107072,3000,petrol,automatic,1664000.0,
honda,2015,nigerian used,76054,2000,petrol,automatic,5616000.0,
toyota,2009,nigerian used,360384,1800,petrol,automatic,2100000.0,
toyota,2010,foreign used,75863,2700,petrol,automatic,7192500.0,
lexus,2009,nigerian used,139072,3500,petrol,automatic,3150000.0,
hyundai,2008,nigerian used,97234,2500,petrol,automatic,2698000.0,
mercedes-benz,2008,nigerian used,152004,2500,petrol,automatic,3370000.0,
suzuki,2008,nigerian used,67,2500,petrol,automatic,8500000.0,
toyota,2003,nigerian used,23658,1800,petrol,automatic,1872000.0,
nissan,2008,nigerian used,77687,45,petrol,automatic,1575000.0,SUV
toyota,2008,nigerian used,248358,2500,petrol,automatic,2586000.0,
mercedes-benz,2003,nigerian used,320327,3200,petrol,automatic,1872000.0,SUV
nissan,2013,foreign used,176325,3500,petrol,automatic,2500000.0,
chevrolet,2011,nigerian used,90435,1500,petrol,automatic,1207500.0,
honda,2010,nigerian used,149189,35000,petrol,automatic,2100000.0,
toyota,2005,foreign used,150430,1800,petrol,automatic,2625000.0,
bmw,2002,nigerian used,176466,3000,petrol,automatic,1687500.0,SUV
toyota,2007,nigerian used,275414,2500,petrol,automatic,1995000.0,
honda,2015,nigerian used,93433,2400,petrol,automatic,3885000.0,
lexus,2008,nigerian used,184234,3500,petrol,automatic,3952000.0,
toyota,2004,nigerian used,233801,2400,petrol,automatic,1664000.0,
honda,2015,nigerian used,76054,2000,petrol,automatic,5616000.0,
nissan,2002,nigerian used,141407,2500,petrol,automatic,1365000.0,
infiniti,2004,nigerian used,262823,3500,petrol,automatic,1575000.0,SUV
toyota,2010,nigerian used,257417,1800,petrol,automatic,3536000.0,
lexus,2011,nigerian used,209215,3000,petrol,automatic,1680000.0,
lexus,2007,nigerian used,68366,3500,petrol,automatic,5408000.0,
nissan,2009,nigerian used,213292,3500,petrol,cvt,1575000.0,SUV
toyota,2006,nigerian used,316117,3500,petrol,automatic,1680000.0,
toyota,2008,nigerian used,56335,2500,petrol,automatic,14570000.0,
toyota,2011,nigerian used,217733,2400,petrol,automatic,2100000.0,
mercedes-benz,2009,nigerian used,332652,3000,petrol,automatic,2730000.0,
chrysler,2006,foreign used,36238,5700,petrol,automatic,1575000.0,
toyota,2008,nigerian used,265560,2400,petrol,automatic,2100000.0,
mercedes-benz,2007,nigerian used,206570,2000,petrol,automatic,1785000.0,
honda,2010,nigerian used,95249,3500,petrol,automatic,1785000.0,
toyota,2007,nigerian used,312965,3000,petrol,automatic,1785000.0,
toyota,2005,nigerian used,173874,2400,petrol,automatic,2288000.0,
nissan,2014,nigerian used,191207,2500,petrol,automatic,1785000.0,
mazda,2007,nigerian used,330873,2300,petrol,automatic,1260000.0,
skoda,2014,nigerian used,83571,2000,petrol,automatic,1627500.0,
toyota,2002,nigerian used,506364,2400,petrol,automatic,1456000.0,
toyota,2004,nigerian used,233801,2400,petrol,automatic,1664000.0,
mercedes-benz,2005,foreign used,221487,5000,petrol,automatic,1627500.0,
mercedes-benz,2003,nigerian used,320327,3200,petrol,automatic,1872000.0,SUV
nissan,2008,nigerian used,148011,2500,petrol,automatic,1555600.0,
toyota,2006,nigerian used,371715,3300,petrol,automatic,1890000.0,
toyota,2006,foreign used,204482,1800,petrol,automatic,3172000.0,
kia,2013,nigerian used,92645,2000,petrol,automatic,2310000.0,
toyota,2005,nigerian used,156976,2400,petrol,automatic,1575000.0,
toyota,2008,nigerian used,102537,2500,petrol,automatic,5386000.0,
toyota,2007,nigerian used,312965,3000,petrol,automatic,1785000.0,
mercedes-benz,2007,nigerian used,246829,5500,petrol,automatic,2520000.0,
toyota,2009,nigerian used,154177,1800,petrol,automatic,2704000.0,
toyota,2008,nigerian used,197584,2500,petrol,automatic,2100000.0,
nissan,2005,foreign used,330873,1800,petrol,manual,1575000.0,
toyota,2008,nigerian used,248358,2500,petrol,automatic,2586000.0,
suzuki,2008,nigerian used,67,2500,petrol,automatic,8500000.0,
toyota,2010,nigerian used,176319,2500,petrol,automatic,2205000.0,
toyota,2001,nigerian used,355625,20000,petrol,automatic,1352000.0,
nissan,2005,nigerian used,343566,4000,petrol,automatic,1768000.0,
mercedes-benz,2002,foreign used,311373,3200,petrol,automatic,2625000.0,SUV
toyota,2003,foreign used,101442,1800,petrol,automatic,3120000.0,
nissan,2013,foreign used,176325,3500,petrol,automatic,2500000.0,
toyota,2008,nigerian used,122151,2500,petrol,automatic,2372500.0,
suzuki,2008,nigerian used,62,2500,petrol,automatic,7100000.0,
honda,2008,nigerian used,97944,2500,petrol,automatic,1466000.0,
mitsubishi,2010,nigerian used,161352,2400,petrol,manual,1260000.0,
hyundai,2008,nigerian used,124362,2500,petrol,automatic,2026000.0,
toyota,2008,nigerian used,208069,2500,petrol,automatic,1410000.0,
honda,2007,nigerian used,140942,2400,petrol,automatic,1890000.0,SUV
kia,2013,nigerian used,119011,1400,petrol,automatic,1995000.0,
honda,2009,nigerian used,125806,2500,petrol,automatic,1785000.0,
honda,2013,nigerian used,174120,24000,petrol,automatic,3517500.0,
mercedes-benz,2009,nigerian used,293528,3000,petrol,automatic,2625000.0,
ford,2006,foreign used,321388,4000,petrol,automatic,2940000.0,
hyundai,2011,nigerian used,193209,2400,petrol,automatic,2625000.0,
mazda,2005,nigerian used,131262,3000,petrol,automatic,1260000.0,
honda,2008,nigerian used,72750,2500,petrol,automatic,8298000.0,
toyota,2004,nigerian used,21973,1800,petrol,automatic,1732500.0,
kia,2008,nigerian used,31251,2500,petrol,automatic,5050000.0,
lexus,1999,nigerian used,225668,3000,petrol,automatic,1938000.0,SUV
toyota,2005,nigerian used,173874,2400,petrol,automatic,2288000.0,
nissan,2013,nigerian used,99116,2000,petrol,automatic,2100000.0,SUV
toyota,2007,nigerian used,335891,1800,petrol,automatic,2100000.0,
toyota,2010,foreign used,75863,2700,petrol,automatic,7192500.0,
honda,2013,nigerian used,137302,3500,petrol,amt,3360000.0,
toyota,2007,nigerian used,249502,2400,petrol,automatic,2100000.0,
toyota,2008,nigerian used,231874,2500,petrol,automatic,2586000.0,
toyota,2005,foreign used,389669,1800,petrol,automatic,2940000.0,
toyota,2008,nigerian used,141077,1800,petrol,manual,1976000.0,
toyota,2007,nigerian used,256997,3500,petrol,automatic,1890000.0,
honda,2009,nigerian used,151561,2000,petrol,automatic,1575000.0,
mercedes-benz,2004,nigerian used,7061,3500,petrol,automatic,1785000.0,
toyota,2007,nigerian used,234664,1800,petrol,automatic,1942500.0,
toyota,2008,nigerian used,241842,20,petrol,automatic,2500000.0,
nissan,2005,nigerian used,185972,4700,petrol,automatic,2100000.0,SUV
honda,2007,foreign used,183460,35,petrol,automatic,3150000.0,SUV
mitsubishi,2003,nigerian used,165711,2000,petrol,automatic,1365000.0,SUV
nissan,2009,nigerian used,224443,2500,petrol,automatic,1890000.0,
honda,2003,nigerian used,404395,3000,petrol,automatic,1664000.0,SUV
mercedes-benz,2014,nigerian used,29355,4700,petrol,automatic,15600000.0,SUV
honda,2007,nigerian used,343376,2000,petrol,automatic,2310000.0,SUV
toyota,2004,nigerian used,201202,1800,petrol,automatic,2184000.0,
hyundai,2006,nigerian used,368863,3300,petrol,automatic,1352000.0,
honda,2004,foreign used,397157,2400,petrol,automatic,2310000.0,SUV
honda,2007,foreign used,128446,1400,petrol,manual,1785000.0,
toyota,2007,nigerian used,405344,1800,petrol,automatic,2392000.0,
nissan,2014,nigerian used,99397,2000,petrol,automatic,1575000.0,
hyundai,2011,nigerian used,193209,2400,petrol,automatic,2625000.0,
toyota,2001,nigerian used,119510,3000,petrol,automatic,1352000.0,SUV
lexus,2006,nigerian used,81045,3500,petrol,automatic,3095000.0,
mitsubishi,2003,nigerian used,165711,2000,petrol,automatic,1365000.0,SUV
honda,2008,nigerian used,129345,2400,petrol,automatic,2808000.0,SUV
nissan,2001,nigerian used,254983,3500,petrol,automatic,1050000.0,SUV
chevrolet,1999,nigerian used,227599,3400,petrol,automatic,1050000.0,
mercedes-benz,2006,nigerian used,172043,5000,petrol,automatic,2730000.0,SUV
toyota,2003,nigerian used,189521,2000,petrol,automatic,1890000.0,
toyota,2002,nigerian used,376369,2400,petrol,automatic,1300000.0,
kia,2013,nigerian used,119011,1400,petrol,automatic,1995000.0,
toyota,2001,foreign used,298207,2200,petrol,automatic,2288000.0,
honda,2009,nigerian used,148264,1800,petrol,automatic,2080000.0,
toyota,2006,nigerian used,41446,1800,petrol,automatic,1890000.0,
kia,2018,nigerian used,88610,1400,petrol,automatic,4400000.0,
mercedes-benz,2003,nigerian used,402903,2600,petrol,automatic,1560000.0,
honda,2009,nigerian used,87829,2400,petrol,automatic,2100000.0,SUV
toyota,2004,nigerian used,47254,1800,petrol,automatic,2288000.0,
honda,2003,nigerian used,227135,3500,petrol,amt,1260000.0,SUV
honda,2008,nigerian used,186729,2500,petrol,automatic,1802000.0,
ford,2006,foreign used,321388,4000,petrol,automatic,2940000.0,
honda,2007,nigerian used,140942,2400,petrol,automatic,1890000.0,SUV
mercedes-benz,2007,nigerian used,246829,5500,petrol,automatic,2520000.0,
infiniti,2004,nigerian used,102584,3500,petrol,automatic,1768000.0,SUV
hyundai,2008,nigerian used,97234,2500,petrol,automatic,2698000.0,
toyota,2004,nigerian used,201202,1800,petrol,automatic,2184000.0,
honda,2004,foreign used,397157,2400,petrol,automatic,2310000.0,SUV
honda,2008,nigerian used,112821,2400,petrol,automatic,1680000.0,
honda,2007,foreign used,241906,3500,petrol,automatic,2205000.0,
toyota,2007,nigerian used,193118,1800,petrol,automatic,1785000.0,
honda,2010,nigerian used,201773,2400,petrol,automatic,1995000.0,
mazda,2004,nigerian used,66195,3000,hybrid,automatic,1627500.0,
toyota,2007,nigerian used,405344,1800,petrol,automatic,2392000.0,
lexus,2007,foreign used,95376,35,petrol,automatic,4500000.0,
toyota,2000,nigerian used,145353,3000,petrol,automatic,1260000.0,
ford,2016,foreign used,43369,2000,petrol,automatic,2677500.0,
honda,2008,nigerian used,59889,2500,petrol,automatic,4882000.0,
toyota,2006,nigerian used,41446,1800,petrol,automatic,1890000.0,
toyota,2003,nigerian used,189521,2000,petrol,automatic,1890000.0,
mazda,2008,foreign used,131100,2000,petrol,automatic,1732500.0,
toyota,2008,nigerian used,195134,2500,petrol,automatic,1242000.0,
toyota,2007,nigerian used,194171,2400,petrol,automatic,1890000.0,
toyota,2007,nigerian used,223493,3500,hybrid,automatic,2100000.0,SUV
toyota,2007,nigerian used,173743,1800,petrol,automatic,2496000.0,
mazda,2008,foreign used,185577,2300,petrol,automatic,2835000.0,SUV
mercedes-benz,2006,nigerian used,218669,3500,petrol,automatic,1942500.0,
toyota,2003,nigerian used,140360,1800,petrol,automatic,1570000.0,
toyota,2007,nigerian used,208115,3500,petrol,automatic,1890000.0,
honda,2013,nigerian used,68902,2500,petrol,automatic,3570000.0,
toyota,2004,nigerian used,183623,1800,petrol,automatic,1785000.0,
honda,2008,foreign used,149205,2400,petrol,automatic,2835000.0,
hyundai,2007,nigerian used,232881,2400,petrol,automatic,1664000.0,
toyota,2007,nigerian used,153653,1800,petrol,automatic,2496000.0,
toyota,2007,nigerian used,234664,1800,petrol,automatic,1942500.0,
mercedes-benz,2008,nigerian used,161294,2500,petrol,automatic,2832500.0,
honda,2007,nigerian used,186435,2400,petrol,automatic,2310000.0,SUV
mitsubishi,2001,nigerian used,285619,3000,petrol,automatic,1155000.0,SUV
mercedes-benz,2006,nigerian used,81393,5000,petrol,automatic,2625000.0,
toyota,2008,nigerian used,298063,2500,petrol,automatic,2866000.0,
hyundai,2007,nigerian used,217009,2000,petrol,automatic,1575000.0,
toyota,2007,nigerian used,193118,1800,petrol,automatic,1785000.0,
toyota,2007,nigerian used,256997,3500,petrol,automatic,1890000.0,
toyota,2003,nigerian used,170808,3000,petrol,automatic,1365000.0,
honda,2008,nigerian used,112821,2400,petrol,automatic,1680000.0,
honda,2010,nigerian used,201773,2400,petrol,automatic,1995000.0,
toyota,2008,nigerian used,115759,1800,petrol,automatic,1785000.0,
toyota,2006,nigerian used,60872,1800,petrol,automatic,1995000.0,
toyota,2003,nigerian used,218717,2000,petrol,automatic,1768000.0,SUV
honda,2008,nigerian used,80737,2400,petrol,automatic,1872000.0,
